,bias,bias_std_err,tau,phi_S2S,phi_C2C,phi_w,sigma
pSA_0.601027678207,-0.33281927667636946,0.09865352657965322,0.4536904761061048,0.25760237954233256,0.1129529055081925,0.40202019146267665,0.6682608976003952
pSA_0.622257083673,-0.3332430766790054,0.09299181841192472,0.4463017575638788,0.24749475190566506,0.10468569869698999,0.4001796085877158,0.6569183554038875
pSA_0.644236350872,-0.3379295762504556,0.09073497090165208,0.44292030652542186,0.24428920944527588,0.10131068325054604,0.39737528848519593,0.6511732413293383
pSA_0.666991966303,-0.34638323990584896,0.08683597559888595,0.439669371227923,0.24002291279960955,0.09506263762458424,0.39647882604388546,0.6458734545079606
pSA_0.690551352016,-0.35027740469780944,0.07840867095057452,0.43366587845617016,0.24245036842426607,0.07922677888535394,0.39630528863737846,0.6404553376939947
pSA_0.714942898660,-0.3499531214663099,0.05469847117098953,0.42920057486486857,0.24748093592352197,0.005148848920525343,0.39478332721371223,0.6335142722946748
pSA_0.740195999692,-0.350142767612039,0.054769484710295004,0.42626953553524094,0.2506425472415408,4.6129143600247157e-05,0.38914839875090945,0.6292566104471631
pSA_0.766341086801,-0.34526547495896365,0.05423450423102777,0.4251313202096748,0.24735659578920743,5.9826635760936036e-05,0.38409508841482454,0.6240600655604112
pSA_0.793409666580,-0.3399838184478389,0.054988856418942675,0.4222829027136004,0.25432320461185914,0.00022263688717579327,0.38307144642103086,0.6242971447624551
pSA_0.821434358492,-0.33254646915766733,0.05529061478177745,0.41814074532913975,0.2582015846495562,5.2469644415024653e-05,0.3810826636740766,0.6218792009111926
pSA_0.850448934180,-0.33253739911868013,0.05581436157899324,0.4172213245015475,0.2628883347391995,0.00020198431093436882,0.3779710568759654,0.6213260583577443
pSA_0.880488358164,-0.32964232132282933,0.05594001194964024,0.4172605052783975,0.26437683939697887,0.0,0.3731002229636908,0.6190357169423064
pSA_0.911588829975,-0.32752529406095304,0.0562046914022946,0.4172047364354717,0.2667336737608971,1.880702937525378e-05,0.37031215444357624,0.6183346479896816
pSA_0.943787827778,-0.3277600447235478,0.05634765780291727,0.41671617994352006,0.2680822200959362,0.0,0.36936177045485663,0.618019877375989
pSA_0.977124153535,-0.32737749844166386,0.056227139015211716,0.4173964110590483,0.26751123349511374,5.230298691842369e-05,0.3640882114238093,0.6150953198037213
pSA_1.011637979766,-0.32783695611857383,0.05735607849614677,0.41979040533217904,0.2760869575145775,8.733163344891903e-06,0.35788119974047305,0.6168686616473232
pSA_1.047370897959,-0.3311297211303498,0.057866194369627005,0.42695828413831965,0.2783134945213403,0.0,0.3533636953558803,0.620175522592259
pSA_1.084365968690,-0.3361338774673708,0.057653062970951706,0.43298867707583155,0.27520059590159385,2.267583486720398e-05,0.35010606667374006,0.6211190070320034
pSA_1.122667773511,-0.34507518922522346,0.05778008201074844,0.4370995794313093,0.272805417769506,0.008531097942725113,0.3460327191301087,0.620717536923283
pSA_1.162322468680,-0.3593806478495544,0.06530781019803172,0.4398219691371666,0.27174585036133486,0.04342355470343347,0.3412820263517763,0.6210057957363654
pSA_1.203377840778,-0.3720162848637481,0.07641858034053191,0.4427206517566442,0.2726188622212469,0.07023691160789065,0.33697964633129424,0.6235472117846522
pSA_1.245883364295,-0.38561701168982104,0.0811992714709981,0.4448242936823978,0.27504897366646525,0.07962015969017439,0.33357651752257367,0.625406470254823
pSA_1.289890261253,-0.4013109534116774,0.08364190283107907,0.4447272741872382,0.2791403983919921,0.0838286983256845,0.3300408155519164,0.6258241773961787
pSA_1.335451562930,-0.41592127488235137,0.09570612312306727,0.4480892701137284,0.2869751725632469,0.1051770915513666,0.32593705247405813,0.6328000682849526
pSA_1.382622173765,-0.4246662564988995,0.10938494560348194,0.4495098102088511,0.29321708406044994,0.12824028322283315,0.32344936312844,0.6396095595034335
